Mon Aug 17 08:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 8258 MiB, 2731 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
3 %, 1 %, 10989 MiB, 250 MiB, 10739 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
Wed Aug 19 02:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8887 MiB, 2102 MiB
0 %, 0 %, 10989 MiB, 1468 MiB, 9521 MiB
0 %, 0 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 8258 MiB, 2731 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 250 MiB, 10739 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
Wed Aug 19 02:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8887 MiB, 2102 MiB
0 %, 0 %, 10989 MiB, 1468 MiB, 9521 MiB
17 %, 10 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 8258 MiB, 2731 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
49 %, 4 %, 10989 MiB, 250 MiB, 10739 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
Wed Aug 19 03:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8887 MiB, 2102 MiB
0 %, 0 %, 10989 MiB, 1468 MiB, 9521 MiB
26 %, 15 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 8258 MiB, 2731 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
11 %, 0 %, 10989 MiB, 250 MiB, 10739 MiB
0 %, 0 %, 10989 MiB, 2356 MiB, 8633 MiB
Wed Aug 19 03:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8887 MiB, 2102 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
14 %, 8 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 8258 MiB, 2731 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
46 %, 4 %, 10989 MiB, 250 MiB, 10739 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Wed Aug 19 04:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8870 MiB, 2119 MiB
0 %, 0 %, 10989 MiB, 10962 MiB, 27 MiB
0 %, 0 %, 10989 MiB, 10962 MiB, 27 MiB
0 %, 0 %, 10989 MiB, 7254 MiB, 3735 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10938 MiB, 51 MiB
61 %, 4 %, 10989 MiB, 960 MiB, 10029 MiB
0 %, 0 %, 10989 MiB, 10938 MiB, 51 MiB
Wed Aug 19 04:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 8887 MiB, 2102 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 7279 MiB, 3710 MiB
0 %, 0 %, 10989 MiB, 10116 MiB, 873 MiB
0 %, 0 %, 10989 MiB, 10170 MiB, 819 MiB
41 %, 3 %, 10989 MiB, 1001 MiB, 9988 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Wed Aug 19 05:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 80 MiB, 10909 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
37 %, 4 %, 10989 MiB, 1001 MiB, 9988 MiB
Wed Aug 19 05:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
49 %, 4 %, 10989 MiB, 1001 MiB, 9988 MiB
Wed Aug 19 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
52 %, 35 %, 10989 MiB, 1468 MiB, 9521 MiB
40 %, 35 %, 10989 MiB, 2356 MiB, 8633 MiB
40 %, 35 %, 10989 MiB, 2356 MiB, 8633 MiB
41 %, 36 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
50 %, 4 %, 10989 MiB, 1001 MiB, 9988 MiB
Wed Aug 19 06:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
55 %, 38 %, 10989 MiB, 1468 MiB, 9521 MiB
40 %, 36 %, 10989 MiB, 2356 MiB, 8633 MiB
40 %, 36 %, 10989 MiB, 2356 MiB, 8633 MiB
43 %, 38 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
49 %, 4 %, 10989 MiB, 1001 MiB, 9988 MiB
Wed Aug 19 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
52 %, 35 %, 10989 MiB, 1468 MiB, 9521 MiB
40 %, 36 %, 10989 MiB, 2356 MiB, 8633 MiB
40 %, 35 %, 10989 MiB, 2356 MiB, 8633 MiB
41 %, 36 %, 10989 MiB, 2356 MiB, 8633 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Wed Aug 19 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
22 %, 10 %, 10989 MiB, 8904 MiB, 2085 MiB
9 %, 4 %, 10989 MiB, 9124 MiB, 1865 MiB
11 %, 7 %, 10989 MiB, 9124 MiB, 1865 MiB
19 %, 10 %, 10989 MiB, 9124 MiB, 1865 MiB
12 %, 7 %, 10989 MiB, 9124 MiB, 1865 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Thu Aug 20 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Thu Aug 20 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
4 %, 0 %, 10989 MiB, 1310 MiB, 9679 MiB
0 %, 0 %, 10989 MiB, 2342 MiB, 8647 MiB
14 %, 10 %, 10989 MiB, 604 MiB, 10385 MiB
0 %, 0 %, 10989 MiB, 2342 MiB, 8647 MiB
3 %, 0 %, 10989 MiB, 2342 MiB, 8647 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
2 %, 0 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 20 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 4944 MiB, 6045 MiB
0 %, 0 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 4946 MiB, 6043 MiB
0 %, 0 %, 10989 MiB, 5454 MiB, 5535 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
26 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 20 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
18 %, 11 %, 10989 MiB, 284 MiB, 10705 MiB
0 %, 0 %, 10989 MiB, 396 MiB, 10593 MiB
20 %, 14 %, 10989 MiB, 396 MiB, 10593 MiB
14 %, 10 %, 10989 MiB, 396 MiB, 10593 MiB
0 %, 0 %, 10989 MiB, 1126 MiB, 9863 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 2136 MiB, 8853 MiB
Fri Aug 21 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
28 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
Fri Aug 21 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
20 %, 13 %, 10989 MiB, 5124 MiB, 5865 MiB
18 %, 13 %, 10989 MiB, 5160 MiB, 5829 MiB
18 %, 12 %, 10989 MiB, 5160 MiB, 5829 MiB
7 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
25 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
Fri Aug 21 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
17 %, 9 %, 10989 MiB, 5124 MiB, 5865 MiB
16 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
8 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
17 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
28 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
25 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
Fri Aug 21 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
13 %, 9 %, 10989 MiB, 5124 MiB, 5865 MiB
6 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
6 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
6 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
20 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
23 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Sat Aug 22 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
16 %, 10 %, 10989 MiB, 5124 MiB, 5865 MiB
11 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
14 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
16 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
15 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
28 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
20 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Sat Aug 22 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
18 %, 10 %, 10989 MiB, 5124 MiB, 5865 MiB
14 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
13 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
14 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
18 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
20 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Sat Aug 22 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
18 %, 11 %, 10989 MiB, 5124 MiB, 5865 MiB
15 %, 11 %, 10989 MiB, 5160 MiB, 5829 MiB
16 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
16 %, 11 %, 10989 MiB, 5160 MiB, 5829 MiB
11 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
26 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
19 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
Sat Aug 22 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
9 %, 4 %, 10989 MiB, 5124 MiB, 5865 MiB
14 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
9 %, 6 %, 10989 MiB, 5160 MiB, 5829 MiB
8 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
24 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
29 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
16 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
Sun Aug 23 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
4 %, 1 %, 10989 MiB, 5124 MiB, 5865 MiB
16 %, 10 %, 10989 MiB, 5160 MiB, 5829 MiB
4 %, 2 %, 10989 MiB, 5160 MiB, 5829 MiB
4 %, 1 %, 10989 MiB, 5160 MiB, 5829 MiB
16 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
25 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
10 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
Sun Aug 23 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
15 %, 9 %, 10989 MiB, 5124 MiB, 5865 MiB
7 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
8 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
7 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
31 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
25 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
9 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
Sun Aug 23 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
10 %, 4 %, 10989 MiB, 5124 MiB, 5865 MiB
9 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
12 %, 7 %, 10989 MiB, 5160 MiB, 5829 MiB
10 %, 4 %, 10989 MiB, 5160 MiB, 5829 MiB
32 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
29 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Sun Aug 23 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
15 %, 10 %, 10989 MiB, 5124 MiB, 5865 MiB
12 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
12 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
14 %, 9 %, 10989 MiB, 5160 MiB, 5829 MiB
7 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
25 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
7 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
Mon Aug 24 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
8 %, 5 %, 10989 MiB, 5124 MiB, 5865 MiB
11 %, 6 %, 10989 MiB, 5160 MiB, 5829 MiB
8 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
17 %, 11 %, 10989 MiB, 5160 MiB, 5829 MiB
28 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
26 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
8 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
Mon Aug 24 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
16 %, 10 %, 10989 MiB, 5124 MiB, 5865 MiB
8 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
10 %, 7 %, 10989 MiB, 5160 MiB, 5829 MiB
8 %, 5 %, 10989 MiB, 5160 MiB, 5829 MiB
6 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
21 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
19 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Mon Aug 24 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
31 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
29 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Mon Aug 24 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
63 %, 1 %, 10989 MiB, 8666 MiB, 2323 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
16 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
20 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Tue Aug 25 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
40 %, 1 %, 10989 MiB, 8666 MiB, 2323 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
21 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
24 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
19 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
Tue Aug 25 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
40 %, 1 %, 10989 MiB, 8666 MiB, 2323 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
30 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
25 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
18 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Tue Aug 25 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 1 %, 10989 MiB, 8666 MiB, 2323 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
5 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
21 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Tue Aug 25 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
55 %, 1 %, 10989 MiB, 7895 MiB, 3094 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
26 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
10 %, 1 %, 10989 MiB, 2136 MiB, 8853 MiB
Wed Aug 26 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
59 %, 1 %, 10989 MiB, 7895 MiB, 3094 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
27 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
Wed Aug 26 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
21 %, 0 %, 10989 MiB, 8666 MiB, 2323 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
29 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
16 %, 2 %, 10989 MiB, 2136 MiB, 8853 MiB
Wed Aug 26 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
31 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Wed Aug 26 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
34 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
31 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
35 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
31 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 27 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
33 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
31 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 27 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
61 %, 5 %, 10989 MiB, 4553 MiB, 6436 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
33 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
31 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 27 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
17 %, 2 %, 10989 MiB, 7766 MiB, 3223 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
32 %, 3 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
32 %, 5 %, 10989 MiB, 2136 MiB, 8853 MiB
30 %, 4 %, 10989 MiB, 2136 MiB, 8853 MiB
Thu Aug 27 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
58 %, 6 %, 10989 MiB, 4553 MiB, 6436 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Fri Aug 28 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
